side,ticker,pattern,fwd_days,n,mean_ret,median,win_rate
sell,LHX,E_R,60,3,9.75587773491406,11.608370844141461,66.66666666666666
sell,LHX,FVG1,60,0,,,
sell,LHX,E_FVG1,60,0,,,
sell,LHX,E_FVG5,60,0,,,
sell,LHX,E_Fext,60,0,,,
sell,LHX,E_OB,60,2,8.98252484376297,8.98252484376297,50.0
sell,LHX,E_R_FVG1,60,0,,,
sell,LHX,E_R_FVG5,60,0,,,
sell,LHX,E_Q_FVG1,60,0,,,
sell,LHX,E_FVG1_Fx,60,0,,,
sell,LHX,FVG1_R,60,0,,,
buy,LII,baseline,20,36,6.762990531993116,6.395936115607532,77.77777777777779
buy,LII,E,20,2,16.51615219076507,16.51615219076507,100.0
buy,LII,E_R,20,2,16.51615219076507,16.51615219076507,100.0
buy,LII,FVG1,20,4,7.530922916581826,8.676062088780636,75.0
buy,LII,E_FVG1,20,1,11.853414005549597,11.853414005549597,100.0
buy,LII,E_FVG5,20,1,11.853414005549597,11.853414005549597,100.0
buy,LII,E_Fext,20,1,11.853414005549597,11.853414005549597,100.0
buy,LII,E_OB,20,0,,,
buy,LII,E_R_FVG1,20,1,11.853414005549597,11.853414005549597,100.0
buy,LII,E_R_FVG5,20,1,11.853414005549597,11.853414005549597,100.0
buy,LII,E_Q_FVG1,20,0,,,
buy,LII,E_FVG1_Fx,20,1,11.853414005549597,11.853414005549597,100.0
buy,LII,FVG1_R,20,2,5.044290156538329,5.044290156538329,50.0
sell,LII,baseline,20,34,4.138311578958817,3.3673104792394124,73.52941176470588
sell,LII,E,20,4,8.12716346990021,7.395675481783275,100.0
sell,LII,E_R,20,0,,,
sell,LII,FVG1,20,0,,,
sell,LII,E_FVG1,20,0,,,
sell,LII,E_FVG5,20,0,,,
sell,LII,E_Fext,20,0,,,
sell,LII,E_OB,20,3,6.126190748689079,6.8489932638948865,100.0
sell,LII,E_R_FVG1,20,0,,,
sell,LII,E_R_FVG5,20,0,,,
sell,LII,E_Q_FVG1,20,0,,,
sell,LII,E_FVG1_Fx,20,0,,,
sell,LII,FVG1_R,20,0,,,
buy,LII,baseline,30,36,9.345569787275519,9.224144048362135,83.33333333333334
buy,LII,E,30,2,20.356437517984016,20.356437517984016,100.0
buy,LII,E_R,30,2,20.356437517984016,20.356437517984016,100.0
buy,LII,FVG1,30,4,15.129860075283444,12.106874300672999,100.0
buy,LII,E_FVG1,30,1,17.323545644757175,17.323545644757175,100.0
buy,LII,E_FVG5,30,1,17.323545644757175,17.323545644757175,100.0
buy,LII,E_Fext,30,1,17.323545644757175,17.323545644757175,100.0
buy,LII,E_OB,30,0,,,
buy,LII,E_R_FVG1,30,1,17.323545644757175,17.323545644757175,100.0
buy,LII,E_R_FVG5,30,1,17.323545644757175,17.323545644757175,100.0
buy,LII,E_Q_FVG1,30,0,,,
buy,LII,E_FVG1_Fx,30,1,17.323545644757175,17.323545644757175,100.0
buy,LII,FVG1_R,30,2,12.106874300672999,12.106874300672999,100.0
sell,LII,baseline,30,34,5.387481371560407,5.386211963884209,73.52941176470588
sell,LII,E,30,4,12.168753692006607,12.083484184207922,100.0
sell,LII,E_R,30,0,,,
sell,LII,FVG1,30,0,,,
sell,LII,E_FVG1,30,0,,,
sell,LII,E_FVG5,30,0,,,
sell,LII,E_Fext,30,0,,,
sell,LII,E_OB,30,3,11.886663506726974,11.151944120570336,100.0
sell,LII,E_R_FVG1,30,0,,,
sell,LII,E_R_FVG5,30,0,,,
sell,LII,E_Q_FVG1,30,0,,,
sell,LII,E_FVG1_Fx,30,0,,,
sell,LII,FVG1_R,30,0,,,
buy,LII,baseline,60,36,11.300949577496766,12.361499116989638,72.22222222222221
buy,LII,E,60,2,27.44442997801486,27.44442997801486,100.0
buy,LII,E_R,60,2,27.44442997801486,27.44442997801486,100.0
buy,LII,FVG1,60,4,18.500962102037313,26.556176205770328,75.0
buy,LII,E_FVG1,60,1,24.20025572143907,24.20025572143907,100.0
buy,LII,E_FVG5,60,1,24.20025572143907,24.20025572143907,100.0
buy,LII,E_Fext,60,1,24.20025572143907,24.20025572143907,100.0
buy,LII,E_OB,60,0,,,
buy,LII,E_R_FVG1,60,1,24.20025572143907,24.20025572143907,100.0
buy,LII,E_R_FVG5,60,1,24.20025572143907,24.20025572143907,100.0
buy,LII,E_Q_FVG1,60,0,,,
buy,LII,E_FVG1_Fx,60,1,24.20025572143907,24.20025572143907,100.0
buy,LII,FVG1_R,60,2,26.556176205770328,26.556176205770328,100.0
sell,LII,baseline,60,34,2.9405100186360813,1.050900729003214,52.94117647058824
sell,LII,E,60,4,18.38208630247578,19.994262427256697,100.0
sell,LII,E_R,60,0,,,
sell,LII,FVG1,60,0,,,
sell,LII,E_FVG1,60,0,,,
sell,LII,E_FVG5,60,0,,,
sell,LII,E_Fext,60,0,,,
sell,LII,E_OB,60,3,17.472951438374963,18.879033959735164,100.0
sell,LII,E_R_FVG1,60,0,,,
sell,LII,E_R_FVG5,60,0,,,
sell,LII,E_Q_FVG1,60,0,,,
sell,LII,E_FVG1_Fx,60,0,,,
sell,LII,FVG1_R,60,0,,,
buy,LIN,baseline,20,34,5.6596364694232815,5.178383631208787,85.29411764705883
buy,LIN,E,20,7,9.094163625600745,8.93133494484484,100.0
buy,LIN,E_R,20,4,7.567029156124935,5.885884250991705,100.0
buy,LIN,FVG1,20,6,9.765865048717608,10.686931411727404,83.33333333333334
buy,LIN,E_FVG1,20,1,11.495200326505175,11.495200326505175,100.0
buy,LIN,E_FVG5,20,1,11.495200326505175,11.495200326505175,100.0
buy,LIN,E_Fext,20,2,6.1844564170068725,6.1844564170068725,100.0
buy,LIN,E_OB,20,2,10.94791421410015,10.94791421410015,100.0
buy,LIN,E_R_FVG1,20,0,,,
buy,LIN,E_R_FVG5,20,0,,,
buy,LIN,E_Q_FVG1,20,0,,,
buy,LIN,E_FVG1_Fx,20,0,,,
buy,LIN,FVG1_R,20,1,13.702090665589578,13.702090665589578,100.0
sell,LIN,baseline,20,32,3.846278813721165,4.000767176108164,84.375
sell,LIN,E,20,7,5.627530862273659,4.617455638931403,85.71428571428571
sell,LIN,E_R,20,3,4.289848485353836,4.617455638931403,100.0
sell,LIN,FVG1,20,2,4.328584897428778,4.328584897428778,100.0
sell,LIN,E_FVG1,20,0,,,
sell,LIN,E_FVG5,20,0,,,
sell,LIN,E_Fext,20,1,-0.002578384857948619,-0.002578384857948619,0.0
sell,LIN,E_OB,20,4,6.630792644963527,4.047962171473676,75.0
sell,LIN,E_R_FVG1,20,0,,,
sell,LIN,E_R_FVG5,20,0,,,
sell,LIN,E_Q_FVG1,20,0,,,
sell,LIN,E_FVG1_Fx,20,0,,,
sell,LIN,FVG1_R,20,2,4.328584897428778,4.328584897428778,100.0
buy,LIN,baseline,30,34,6.103797546984397,4.926057807289386,82.35294117647058
buy,LIN,E,30,7,8.718970484117516,7.6351298086694666,100.0
buy,LIN,E_R,30,4,7.3014620937169035,4.787382787034593,100.0
buy,LIN,FVG1,30,6,12.732932049544209,13.156592010139166,100.0
buy,LIN,E_FVG1,30,1,14.448617503729395,14.448617503729395,100.0
buy,LIN,E_FVG5,30,1,14.448617503729395,14.448617503729395,100.0
buy,LIN,E_Fext,30,2,5.211365618838043,5.211365618838043,100.0
buy,LIN,E_OB,30,2,8.6891637551128,8.6891637551128,100.0
buy,LIN,E_R_FVG1,30,0,,,
buy,LIN,E_R_FVG5,30,0,,,
buy,LIN,E_Q_FVG1,30,0,,,
buy,LIN,E_FVG1_Fx,30,0,,,
buy,LIN,FVG1_R,30,1,10.449415356907915,10.449415356907915,100.0
sell,LIN,baseline,30,32,3.061688505189755,3.3346297394037254,68.75
sell,LIN,E,30,7,4.814625245923766,3.3039485869544105,71.42857142857143
sell,LIN,E_R,30,3,5.602275635860131,3.3039485869544105,100.0
sell,LIN,FVG1,30,2,6.357515905045215,6.357515905045215,100.0
sell,LIN,E_FVG1,30,0,,,
sell,LIN,E_FVG5,30,0,,,
sell,LIN,E_Fext,30,1,-0.1535672966281114,-0.1535672966281114,0.0
sell,LIN,E_OB,30,4,4.223887453471492,2.421928307916874,50.0
sell,LIN,E_R_FVG1,30,0,,,
sell,LIN,E_R_FVG5,30,0,,,
sell,LIN,E_Q_FVG1,30,0,,,
sell,LIN,E_FVG1_Fx,30,0,,,
sell,LIN,FVG1_R,30,2,6.357515905045215,6.357515905045215,100.0
buy,LIN,baseline,60,34,8.002431328989157,8.196871615764774,85.29411764705883
buy,LIN,E,60,7,12.339449592922671,12.28684477081711,85.71428571428571
buy,LIN,E_R,60,4,13.944374754319172,14.234202291789568,100.0
buy,LIN,FVG1,60,6,15.766824509612162,15.972639640482615,100.0
buy,LIN,E_FVG1,60,1,24.490209169354106,24.490209169354106,100.0
buy,LIN,E_FVG5,60,1,24.490209169354106,24.490209169354106,100.0
buy,LIN,E_Fext,60,2,7.660413997185738,7.660413997185738,50.0
buy,LIN,E_OB,60,2,3.054219481913945,3.054219481913945,50.0
buy,LIN,E_R_FVG1,60,0,,,
buy,LIN,E_R_FVG5,60,0,,,
buy,LIN,E_Q_FVG1,60,0,,,
buy,LIN,E_FVG1_Fx,60,0,,,
buy,LIN,FVG1_R,60,1,1.9793714601413919,1.9793714601413919,100.0
sell,LIN,baseline,60,32,1.4552739877999974,1.3247677308002612,56.25
sell,LIN,E,60,7,4.156685577597276,-0.19933386381047416,42.857142857142854
sell,LIN,E_R,60,3,-1.1241894348411015,-1.1066869572633589,0.0
sell,LIN,FVG1,60,2,5.8410694984159015,5.8410694984159015,100.0
sell,LIN,E_FVG1,60,0,,,
sell,LIN,E_FVG5,60,0,,,
sell,LIN,E_Fext,60,1,4.436989104463621,4.436989104463621,100.0
sell,LIN,E_OB,60,4,8.11734183692606,9.606087911114784,75.0
sell,LIN,E_R_FVG1,60,0,,,
sell,LIN,E_R_FVG5,60,0,,,
sell,LIN,E_Q_FVG1,60,0,,,
sell,LIN,E_FVG1_Fx,60,0,,,
sell,LIN,FVG1_R,60,2,5.8410694984159015,5.8410694984159015,100.0
buy,LITE,baseline,20,32,13.6499095509784,12.348085971483268,78.125
buy,LITE,E,20,2,22.73008093591288,22.73008093591288,100.0
buy,LITE,E_R,20,2,22.73008093591288,22.73008093591288,100.0
buy,LITE,FVG1,20,3,13.51038726522807,22.040071692529686,66.66666666666666
buy,LITE,E_FVG1,20,0,,,
buy,LITE,E_FVG5,20,0,,,
buy,LITE,E_Fext,20,1,19.240362310579183,19.240362310579183,100.0
buy,LITE,E_OB,20,1,26.21979956124658,26.21979956124658,100.0
buy,LITE,E_R_FVG1,20,0,,,
buy,LITE,E_R_FVG5,20,0,,,
buy,LITE,E_Q_FVG1,20,0,,,
buy,LITE,E_FVG1_Fx,20,0,,,
buy,LITE,FVG1_R,20,1,27.46165540461229,27.46165540461229,100.0
sell,LITE,baseline,20,30,7.254980900502241,9.131431621158367,70.0
sell,LITE,E,20,4,18.666053032686115,19.2059714373076,100.0
sell,LITE,E_R,20,3,15.83653705893907,14.462947483794181,100.0
sell,LITE,FVG1,20,0,,,
sell,LITE,E_FVG1,20,0,,,
sell,LITE,E_FVG5,20,0,,,
sell,LITE,E_Fext,20,0,,,
sell,LITE,E_OB,20,0,,,
sell,LITE,E_R_FVG1,20,0,,,
sell,LITE,E_R_FVG5,20,0,,,
sell,LITE,E_Q_FVG1,20,0,,,
sell,LITE,E_FVG1_Fx,20,0,,,
sell,LITE,FVG1_R,20,0,,,
buy,LITE,baseline,30,32,18.9013478552285,19.353314701396123,75.0
buy,LITE,E,30,2,31.043121064883145,31.043121064883145,100.0
buy,LITE,E_R,30,2,31.043121064883145,31.043121064883145,100.0
buy,LITE,FVG1,30,3,22.430249597006522,20.218582694430086,66.66666666666666
buy,LITE,E_FVG1,30,0,,,
buy,LITE,E_FVG5,30,0,,,
buy,LITE,E_Fext,30,1,24.92376422103712,24.92376422103712,100.0
buy,LITE,E_OB,30,1,37.162477908729166,37.162477908729166,100.0
buy,LITE,E_R_FVG1,30,0,,,
buy,LITE,E_R_FVG5,30,0,,,
buy,LITE,E_Q_FVG1,30,0,,,
buy,LITE,E_FVG1_Fx,30,0,,,
buy,LITE,FVG1_R,30,1,57.12268076842286,57.12268076842286,100.0
sell,LITE,baseline,30,30,4.527801039370801,9.302310352513445,63.33333333333333
sell,LITE,E,30,4,23.011171933424084,22.418630629331034,100.0
sell,LITE,E_R,30,3,21.417883804212874,17.04622493760435,100.0
sell,LITE,FVG1,30,0,,,
sell,LITE,E_FVG1,30,0,,,
sell,LITE,E_FVG5,30,0,,,
sell,LITE,E_Fext,30,0,,,
sell,LITE,E_OB,30,0,,,
sell,LITE,E_R_FVG1,30,0,,,
sell,LITE,E_R_FVG5,30,0,,,
sell,LITE,E_Q_FVG1,30,0,,,
sell,LITE,E_FVG1_Fx,30,0,,,
sell,LITE,FVG1_R,30,0,,,
buy,LITE,baseline,60,32,28.681007247143008,16.548774713211706,75.0
buy,LITE,E,60,2,37.10854739600291,37.10854739600291,100.0
buy,LITE,E_R,60,2,37.10854739600291,37.10854739600291,100.0
buy,LITE,FVG1,60,3,42.44548568796983,39.83626370435478,100.0
buy,LITE,E_FVG1,60,0,,,
buy,LITE,E_FVG5,60,0,,,
buy,LITE,E_Fext,60,1,55.03187868606892,55.03187868606892,100.0
buy,LITE,E_OB,60,1,19.185216105936906,19.185216105936906,100.0
buy,LITE,E_R_FVG1,60,0,,,
buy,LITE,E_R_FVG5,60,0,,,
buy,LITE,E_Q_FVG1,60,0,,,
buy,LITE,E_FVG1_Fx,60,0,,,
buy,LITE,FVG1_R,60,1,84.10007129850642,84.10007129850642,100.0
sell,LITE,baseline,60,30,-0.5465444604230247,5.600244824221121,56.666666666666664
sell,LITE,E,60,4,27.590158509683175,23.011079253518837,100.0
sell,LITE,E_R,60,3,29.688850103205223,24.728074777920632,100.0
sell,LITE,FVG1,60,0,,,
sell,LITE,E_FVG1,60,0,,,
sell,LITE,E_FVG5,60,0,,,
sell,LITE,E_Fext,60,0,,,
sell,LITE,E_OB,60,0,,,
sell,LITE,E_R_FVG1,60,0,,,
sell,LITE,E_R_FVG5,60,0,,,
sell,LITE,E_Q_FVG1,60,0,,,
sell,LITE,E_FVG1_Fx,60,0,,,
sell,LITE,FVG1_R,60,0,,,
buy,LLY,baseline,20,34,8.822843803482916,7.862316820928551,85.29411764705883
buy,LLY,E,20,9,12.114832044300453,11.698535075730062,100.0
buy,LLY,E_R,20,2,11.709490495801429,11.709490495801429,100.0
buy,LLY,FVG1,20,4,13.18242484570112,13.66899679219539,100.0
buy,LLY,E_FVG1,20,1,18.320745315447034,18.320745315447034,100.0
buy,LLY,E_FVG5,20,1,18.320745315447034,18.320745315447034,100.0
buy,LLY,E_Fext,20,2,6.1531931684482295,6.1531931684482295,100.0
buy,LLY,E_OB,20,2,4.3644636769261735,4.3644636769261735,100.0
buy,LLY,E_R_FVG1,20,0,,,
buy,LLY,E_R_FVG5,20,0,,,
buy,LLY,E_Q_FVG1,20,0,,,
buy,LLY,E_FVG1_Fx,20,0,,,
buy,LLY,FVG1_R,20,3,11.469651355785816,9.01907220137708,100.0
sell,LLY,baseline,20,33,4.0585350407062935,4.808840460942931,81.81818181818183
sell,LLY,E,20,6,7.605873434810693,11.579296874715826,83.33333333333334
sell,LLY,E_R,20,2,9.059082935406956,9.059082935406956,100.0
sell,LLY,FVG1,20,2,3.152539399288174,3.152539399288174,100.0
sell,LLY,E_FVG1,20,0,,,
sell,LLY,E_FVG5,20,0,,,
sell,LLY,E_Fext,20,0,,,
sell,LLY,E_OB,20,2,-1.965849410136312,-1.965849410136312,50.0
sell,LLY,E_R_FVG1,20,0,,,
sell,LLY,E_R_FVG5,20,0,,,
sell,LLY,E_Q_FVG1,20,0,,,
sell,LLY,E_FVG1_Fx,20,0,,,
sell,LLY,FVG1_R,20,1,3.335553235471093,3.335553235471093,100.0
buy,LLY,baseline,30,34,11.804175613182283,10.298792537730378,85.29411764705883
buy,LLY,E,30,9,15.25325141485748,17.46089476526785,77.77777777777779
buy,LLY,E_R,30,2,14.992818798080185,14.992818798080185,100.0
buy,LLY,FVG1,30,4,15.98491333104688,15.594597152560844,100.0
buy,LLY,E_FVG1,30,1,25.7551261824633,25.7551261824633,100.0
buy,LLY,E_FVG5,30,1,25.7551261824633,25.7551261824633,100.0
buy,LLY,E_Fext,30,2,7.7492452459207914,7.7492452459207914,50.0
buy,LLY,E_OB,30,2,-0.9083923593159312,-0.9083923593159312,0.0
buy,LLY,E_R_FVG1,30,0,,,
buy,LLY,E_R_FVG5,30,0,,,
buy,LLY,E_Q_FVG1,30,0,,,
buy,LLY,E_FVG1_Fx,30,0,,,
buy,LLY,FVG1_R,30,3,12.728175713908072,10.25766394979604,100.0
sell,LLY,baseline,30,33,2.1796706573629874,3.3269544595581757,69.6969696969697
sell,LLY,E,30,6,6.3873472298046226,9.197991361094736,66.66666666666666
sell,LLY,E_R,30,2,9.357780798920968,9.357780798920968,50.0
sell,LLY,FVG1,30,2,2.662450618009614,2.662450618009614,100.0
sell,LLY,E_FVG1,30,0,,,
sell,LLY,E_FVG5,30,0,,,
sell,LLY,E_Fext,30,0,,,
sell,LLY,E_OB,30,2,-5.415033249313101,-5.415033249313101,50.0
sell,LLY,E_R_FVG1,30,0,,,
sell,LLY,E_R_FVG5,30,0,,,
sell,LLY,E_Q_FVG1,30,0,,,
sell,LLY,E_FVG1_Fx,30,0,,,
sell,LLY,FVG1_R,30,1,1.1463172528265406,1.1463172528265406,100.0
buy,LLY,baseline,60,34,15.026143830089262,14.689412581129446,85.29411764705883
buy,LLY,E,60,9,12.737522022851065,9.380235263051686,100.0
buy,LLY,E_R,60,2,14.054919991684903,14.054919991684903,100.0
buy,LLY,FVG1,60,4,16.31591136470849,11.297383937047183,75.0
buy,LLY,E_FVG1,60,1,4.5148224472885685,4.5148224472885685,100.0
buy,LLY,E_FVG5,60,1,4.5148224472885685,4.5148224472885685,100.0
buy,LLY,E_Fext,60,2,9.130129859590113,9.130129859590113,100.0
buy,LLY,E_OB,60,2,8.419041156243612,8.419041156243612,100.0
buy,LLY,E_R_FVG1,60,0,,,
buy,LLY,E_R_FVG5,60,0,,,
buy,LLY,E_Q_FVG1,60,0,,,
buy,LLY,E_FVG1_Fx,60,0,,,
buy,LLY,FVG1_R,60,3,20.24960767051513,18.079945426805796,66.66666666666666
sell,LLY,baseline,60,33,-1.6746930181433373,0.870876700056869,54.54545454545454
sell,LLY,E,60,6,4.20420134011643,6.82602142094811,83.33333333333334
sell,LLY,E_R,60,2,13.097750070861547,13.097750070861547,100.0
sell,LLY,FVG1,60,2,3.7230499457574657,3.7230499457574657,100.0
sell,LLY,E_FVG1,60,0,,,
sell,LLY,E_FVG5,60,0,,,
sell,LLY,E_Fext,60,0,,,
sell,LLY,E_OB,60,2,-15.692640713307059,-15.692640713307059,50.0
sell,LLY,E_R_FVG1,60,0,,,
sell,LLY,E_R_FVG5,60,0,,,
sell,LLY,E_Q_FVG1,60,0,,,
sell,LLY,E_FVG1_Fx,60,0,,,
sell,LLY,FVG1_R,60,1,1.495283381597032,1.495283381597032,100.0
buy,LMT,baseline,20,32,5.914924880407126,5.035328392558846,81.25
buy,LMT,E,20,5,8.409704569406262,8.678789487694596,100.0
buy,LMT,E_R,20,4,6.693710693298034,6.2787351072362965,100.0
buy,LMT,FVG1,20,2,3.9920998642444894,3.9920998642444894,50.0
buy,LMT,E_FVG1,20,0,,,
buy,LMT,E_FVG5,20,0,,,
buy,LMT,E_Fext,20,1,15.273680073839174,15.273680073839174,100.0
buy,LMT,E_OB,20,3,7.180587478386104,3.8786807267779966,100.0
buy,LMT,E_R_FVG1,20,0,,,
buy,LMT,E_R_FVG5,20,0,,,
buy,LMT,E_Q_FVG1,20,0,,,
buy,LMT,E_FVG1_Fx,20,0,,,
buy,LMT,FVG1_R,20,1,-3.3278821187090477,-3.3278821187090477,0.0
sell,LMT,baseline,20,33,4.204360510873894,3.7684355071280105,78.78787878787878
sell,LMT,E,20,6,9.660767648023908,9.518131828220941,100.0
sell,LMT,E_R,20,3,10.882169700759851,10.705816534146836,100.0
sell,LMT,FVG1,20,1,4.749547567169098,4.749547567169098,100.0
sell,LMT,E_FVG1,20,0,,,
sell,LMT,E_FVG5,20,0,,,
sell,LMT,E_Fext,20,1,8.330447122295046,8.330447122295046,100.0
sell,LMT,E_OB,20,3,10.09718586111425,8.330447122295046,100.0
sell,LMT,E_R_FVG1,20,0,,,
sell,LMT,E_R_FVG5,20,0,,,
sell,LMT,E_Q_FVG1,20,0,,,
sell,LMT,E_FVG1_Fx,20,0,,,
sell,LMT,FVG1_R,20,1,4.749547567169098,4.749547567169098,100.0
buy,LMT,baseline,30,32,6.4849813432106505,6.069361359653723,78.125
buy,LMT,E,30,5,6.548661012466228,10.445188457951943,80.0
buy,LMT,E_R,30,4,5.150719389030435,6.783896525680972,75.0
buy,LMT,FVG1,30,2,0.6639500145816237,0.6639500145816237,50.0
buy,LMT,E_FVG1,30,0,,,
buy,LMT,E_FVG5,30,0,,,
buy,LMT,E_Fext,30,1,12.140427506209397,12.140427506209397,100.0
buy,LMT,E_OB,30,3,2.5011689126864423,3.1226045934100015,66.66666666666666
buy,LMT,E_R_FVG1,30,0,,,
buy,LMT,E_R_FVG5,30,0,,,
buy,LMT,E_Q_FVG1,30,0,,,
buy,LMT,E_FVG1_Fx,30,0,,,
buy,LMT,FVG1_R,30,1,-5.009059036490996,-5.009059036490996,0.0
sell,LMT,baseline,30,33,4.072865980167863,3.888075761548638,78.78787878787878
sell,LMT,E,30,6,11.790978091853468,12.12050560214303,100.0
sell,LMT,E_R,30,3,11.777774538078846,10.85069549819627,100.0
sell,LMT,FVG1,30,1,1.3407689727736753,1.3407689727736753,100.0
sell,LMT,E_FVG1,30,0,,,
sell,LMT,E_FVG5,30,0,,,
sell,LMT,E_Fext,30,1,9.128643124459522,9.128643124459522,100.0
sell,LMT,E_OB,30,3,10.302572824505669,9.128643124459522,100.0
sell,LMT,E_R_FVG1,30,0,,,
sell,LMT,E_R_FVG5,30,0,,,
sell,LMT,E_Q_FVG1,30,0,,,
sell,LMT,E_FVG1_Fx,30,0,,,
sell,LMT,FVG1_R,30,1,1.3407689727736753,1.3407689727736753,100.0
buy,LMT,baseline,60,32,10.02890964241535,5.8033998411228644,71.875
buy,LMT,E,60,5,15.26100177157586,15.608818313639711,100.0
buy,LMT,E_R,60,4,15.174047636059894,15.759335092206356,100.0
buy,LMT,FVG1,60,2,1.6457148004745479,1.6457148004745479,50.0
buy,LMT,E_FVG1,60,0,,,
buy,LMT,E_FVG5,60,0,,,
buy,LMT,E_Fext,60,1,15.608818313639711,15.608818313639711,100.0
buy,LMT,E_OB,60,3,13.437736781357026,15.608818313639711,100.0
buy,LMT,E_R_FVG1,60,0,,,
buy,LMT,E_R_FVG5,60,0,,,
buy,LMT,E_Q_FVG1,60,0,,,
buy,LMT,E_FVG1_Fx,60,0,,,
buy,LMT,FVG1_R,60,1,-6.168667442144152,-6.168667442144152,0.0
sell,LMT,baseline,60,33,1.9404958572348066,3.946106025544053,72.72727272727273
sell,LMT,E,60,6,6.963393732725898,5.92155443857164,83.33333333333334
sell,LMT,E_R,60,3,8.663715831222683,6.774833283632888,66.66666666666666
sell,LMT,FVG1,60,1,5.170631810511582,5.170631810511582,100.0
sell,LMT,E_FVG1,60,0,,,
sell,LMT,E_FVG5,60,0,,,
sell,LMT,E_Fext,60,1,-0.505861876312982,-0.505861876312982,0.0
sell,LMT,E_OB,60,3,3.779082333610099,5.073879358431759,66.66666666666666
sell,LMT,E_R_FVG1,60,0,,,
sell,LMT,E_R_FVG5,60,0,,,
sell,LMT,E_Q_FVG1,60,0,,,
sell,LMT,E_FVG1_Fx,60,0,,,
sell,LMT,FVG1_R,60,1,5.170631810511582,5.170631810511582,100.0
buy,LNT,baseline,20,34,4.606712690274138,4.660609399858572,82.35294117647058
buy,LNT,E,20,5,6.591517776706017,6.575944836820985,100.0
buy,LNT,E_R,20,2,5.881408401504499,5.881408401504499,100.0
buy,LNT,FVG1,20,3,7.390512049101592,5.824016896466267,100.0
buy,LNT,E_FVG1,20,0,,,
buy,LNT,E_FVG5,20,0,,,
buy,LNT,E_Fext,20,0,,,
buy,LNT,E_OB,20,4,7.468424699385135,7.427083793436013,100.0
buy,LNT,E_R_FVG1,20,0,,,
buy,LNT,E_R_FVG5,20,0,,,
buy,LNT,E_Q_FVG1,20,0,,,
buy,LNT,E_FVG1_Fx,20,0,,,
buy,LNT,FVG1_R,20,0,,,
sell,LNT,baseline,20,38,3.643976198898822,2.838385382103054,84.21052631578947
sell,LNT,E,20,5,4.425802398474643,4.891979626294243,100.0
sell,LNT,E_R,20,4,4.990236417632276,4.902163351126017,100.0
sell,LNT,FVG1,20,1,2.663442847911684,2.663442847911684,100.0
sell,LNT,E_FVG1,20,0,,,
sell,LNT,E_FVG5,20,0,,,
sell,LNT,E_Fext,20,0,,,
sell,LNT,E_OB,20,2,4.902163351126017,4.902163351126017,100.0
sell,LNT,E_R_FVG1,20,0,,,
sell,LNT,E_R_FVG5,20,0,,,
sell,LNT,E_Q_FVG1,20,0,,,
sell,LNT,E_FVG1_Fx,20,0,,,
sell,LNT,FVG1_R,20,0,,,
buy,LNT,baseline,30,34,5.920783547421987,5.275147017405859,85.29411764705883
buy,LNT,E,30,5,10.415883338539118,9.746300514780328,100.0
buy,LNT,E_R,30,2,12.077860870500418,12.077860870500418,100.0
buy,LNT,FVG1,30,3,11.072825944415078,11.847340015420185,100.0
buy,LNT,E_FVG1,30,0,,,
buy,LNT,E_FVG5,30,0,,,
buy,LNT,E_Fext,30,0,,,
buy,LNT,E_OB,30,4,11.84621139593075,11.614561921361084,100.0
buy,LNT,E_R_FVG1,30,0,,,
buy,LNT,E_R_FVG5,30,0,,,
buy,LNT,E_Q_FVG1,30,0,,,
buy,LNT,E_FVG1_Fx,30,0,,,
buy,LNT,FVG1_R,30,0,,,
sell,LNT,baseline,30,38,2.989038669779907,2.7384788952122254,63.1578947368421
sell,LNT,E,30,5,1.8307377140244612,2.8551676468816725,80.0
sell,LNT,E_R,30,4,2.0342023536004112,2.8793806001397244,75.0
sell,LNT,FVG1,30,1,-2.920366615966683,-2.920366615966683,0.0
sell,LNT,E_FVG1,30,0,,,
sell,LNT,E_FVG5,30,0,,,
sell,LNT,E_Fext,30,0,,,
sell,LNT,E_OB,30,2,2.8793806001397244,2.8793806001397244,100.0
sell,LNT,E_R_FVG1,30,0,,,
sell,LNT,E_R_FVG5,30,0,,,
sell,LNT,E_Q_FVG1,30,0,,,
sell,LNT,E_FVG1_Fx,30,0,,,
sell,LNT,FVG1_R,30,0,,,
buy,LNT,baseline,60,34,6.778499561044905,6.380119402549319,85.29411764705883
buy,LNT,E,60,5,7.134210698723301,5.642402262470989,100.0
buy,LNT,E_R,60,2,12.110634779978838,12.110634779978838,100.0
buy,LNT,FVG1,60,3,13.745324623922182,13.926433782100705,100.0
buy,LNT,E_FVG1,60,0,,,
buy,LNT,E_FVG5,60,0,,,
buy,LNT,E_Fext,60,0,,,
buy,LNT,E_OB,60,4,8.817279504707054,6.018419391865191,100.0
buy,LNT,E_R_FVG1,60,0,,,
buy,LNT,E_R_FVG5,60,0,,,
buy,LNT,E_Q_FVG1,60,0,,,
buy,LNT,E_FVG1_Fx,60,0,,,
buy,LNT,FVG1_R,60,0,,,
sell,LNT,baseline,60,38,1.6745610912277231,0.5427505821440646,60.526315789473685
sell,LNT,E,60,5,-2.7053968859194653,-1.8109969860709105,20.0
sell,LNT,E_R,60,4,-0.6261635965740702,-1.707379279625673,25.0
sell,LNT,FVG1,60,1,6.4669250581053035,6.4669250581053035,100.0
sell,LNT,E_FVG1,60,0,,,
