ticker,data_source,bars,fwd_days,f_mean,f_std,thresh,n_troughs,ext_n,ext_mean_ret,ext_median,ext_win_rate,nor_n,nor_mean_ret,nor_median,nor_win_rate
HOOD,CSV,1179,20,0.0336,0.9399,-1.8462,34,7,15.279909608532929,17.965899812622162,71.42857142857143,27,18.82480873654729,13.333343929715108,85.18518518518519
HPE,CSV,1255,1,0.0963,0.848,-1.5997,40,6,3.2991113426056935,3.309230812994679,100.0,34,2.6728189498469597,1.7905085438761228,100.0
HPE,CSV,1255,5,0.0963,0.848,-1.5997,40,6,7.505626991407095,7.666382336842417,100.0,34,6.418285914544292,4.771021043771022,100.0
HPE,CSV,1255,10,0.0963,0.848,-1.5997,40,6,12.188977138892701,12.731974822976166,100.0,34,7.824300668541698,6.455121570403055,100.0
HPE,CSV,1255,20,0.0963,0.848,-1.5997,40,6,10.352400188613005,10.966356707346794,83.33333333333334,34,8.523759230471322,7.8982968087848295,82.35294117647058
HPQ,CSV,1255,1,-0.0057,0.8318,-1.6693,43,6,2.1659773384710417,1.0833185117488946,100.0,37,2.5013264409872162,1.8839538379817524,97.2972972972973
HPQ,CSV,1255,5,-0.0057,0.8318,-1.6693,43,6,4.586159926533102,3.9491464002605294,100.0,37,5.158289660354865,4.51590115334016,100.0
HPQ,CSV,1255,10,-0.0057,0.8318,-1.6693,43,6,6.4288350880896274,4.479300772171602,100.0,37,6.729560961488031,6.875011544211991,100.0
HPQ,CSV,1255,20,-0.0057,0.8318,-1.6693,43,6,7.890880915544252,6.518566024780992,100.0,37,5.081367189451992,5.245168843636098,75.67567567567568
HRL,CSV,1255,1,-0.0678,0.8028,-1.6734,41,6,1.2376878085172762,0.9581316164584146,83.33333333333334,35,1.2196168502995863,0.9432159660947956,97.14285714285714
HRL,CSV,1255,5,-0.0678,0.8028,-1.6734,41,6,3.2494907489924256,3.7736570920291754,100.0,35,3.4834594057455606,2.487920629080003,100.0
HRL,CSV,1255,10,-0.0678,0.8028,-1.6734,41,6,3.6431663745938274,3.6136433322025283,100.0,35,4.752133746827206,4.510831351640294,97.14285714285714
HRL,CSV,1255,20,-0.0678,0.8028,-1.6734,41,6,4.433117166563444,5.154534093202578,83.33333333333334,35,3.041570103605337,3.104012000859656,74.28571428571429
HSIC,CSV,1255,1,-0.0457,0.8337,-1.713,43,4,1.7132233478114753,1.3305195158540628,100.0,39,1.5785231739844194,1.531518267990871,100.0
HSIC,CSV,1255,5,-0.0457,0.8337,-1.713,43,4,3.906271051262434,4.2606036610495215,100.0,39,3.975866853461632,3.465946921022341,100.0
HSIC,CSV,1255,10,-0.0457,0.8337,-1.713,43,4,5.910893677990657,4.9457071471430485,100.0,39,4.711325933614418,4.146157573103934,100.0
HSIC,CSV,1255,20,-0.0457,0.8337,-1.713,43,4,6.555676606636128,7.746462756493366,75.0,39,5.359590352677211,4.372292418275757,79.48717948717949
HST,CSV,1255,1,0.1006,0.7732,-1.4459,42,3,3.6755073997452854,3.7646972447416895,100.0,39,2.3531287177536697,2.01884360753669,97.43589743589743
HST,CSV,1255,5,0.1006,0.7732,-1.4459,42,3,3.4275028837939057,2.907723811022239,100.0,39,5.116789757073479,4.6496293463312774,100.0
HST,CSV,1255,10,0.1006,0.7732,-1.4459,42,3,4.103647837850969,4.1176576551496,100.0,39,6.712142650163373,6.5469468849983254,100.0
HST,CSV,1255,20,0.1006,0.7732,-1.4459,42,3,7.630183892005594,10.28033807866849,66.66666666666666,39,6.405720664666168,7.945118486643381,82.05128205128204
HSY,CSV,1255,1,0.0452,0.8609,-1.6766,33,3,1.3342387803103997,1.7106344072767814,100.0,30,1.245825343284165,1.1560714713704132,100.0
HSY,CSV,1255,5,0.0452,0.8609,-1.6766,33,3,2.3612298723022174,2.0943315423381734,100.0,30,3.9827653417566804,3.0104892662151315,100.0
HSY,CSV,1255,10,0.0452,0.8609,-1.6766,33,3,4.353260764112883,1.1813114694049487,100.0,30,5.4512206743916725,4.618588331627003,100.0
HSY,CSV,1255,20,0.0452,0.8609,-1.6766,33,3,6.339136310777445,5.02746837825219,100.0,30,5.919696127635093,5.558411942682676,76.66666666666667
HUBB,CSV,1255,1,0.19,0.8207,-1.4514,32,8,1.8056292244107328,1.8195496793321824,100.0,24,1.5350103618288529,1.588123186363779,100.0
HUBB,CSV,1255,5,0.19,0.8207,-1.4514,32,8,4.5003071245546264,4.092069417230594,100.0,24,5.5494716456596365,5.238598724366989,100.0
HUBB,CSV,1255,10,0.19,0.8207,-1.4514,32,8,4.32950547557119,3.99636583342617,100.0,24,6.242201627645021,6.160017398160763,100.0
HUBB,CSV,1255,20,0.19,0.8207,-1.4514,32,8,4.615450270440777,4.753731384660568,87.5,24,7.988697825520916,7.089702838417569,87.5
HUM,CSV,1255,1,0.0173,0.8922,-1.7671,36,2,1.5368574470125922,1.5368574470125922,100.0,34,2.1135202593988356,1.7370851289240548,100.0
HUM,CSV,1255,5,0.0173,0.8922,-1.7671,36,2,6.65167055846914,6.65167055846914,100.0,34,5.971730638471793,5.466472399339574,100.0
HUM,CSV,1255,10,0.0173,0.8922,-1.7671,36,2,9.509174754299565,9.509174754299565,100.0,34,7.097916722648659,6.615668749785808,100.0
HUM,CSV,1255,20,0.0173,0.8922,-1.7671,36,2,3.0091488336136347,3.0091488336136347,50.0,34,6.8881062588605575,6.5560501124334465,85.29411764705883
HWM,CSV,1255,1,0.3125,0.8922,-1.4718,35,6,2.838839316707359,2.9693669545964,100.0,29,2.006481352684905,1.6666477128419743,100.0
HWM,CSV,1255,5,0.3125,0.8922,-1.4718,35,6,8.14653566677243,7.681208591326705,100.0,29,4.954664003331968,4.494373956664331,100.0
HWM,CSV,1255,10,0.3125,0.8922,-1.4718,35,6,14.710003217147273,12.54397284683047,100.0,29,7.2690487350983615,5.969578488557723,100.0
HWM,CSV,1255,20,0.3125,0.8922,-1.4718,35,6,19.65463822275552,19.592196956182402,100.0,29,9.772245632283367,10.487350531539368,93.10344827586206
IBKR,CSV,1255,1,0.2222,0.8552,-1.4882,39,7,2.9495835041416,2.1920978792610333,100.0,32,2.0304310285953826,1.755921106650751,96.875
IBKR,CSV,1255,5,0.2222,0.8552,-1.4882,39,7,6.113491303419158,6.2316035074567555,100.0,32,5.854371868456392,5.467318580726071,100.0
IBKR,CSV,1255,10,0.2222,0.8552,-1.4882,39,7,9.589740151711657,9.369079063293642,100.0,32,7.5226498018602825,7.426092419527045,100.0
IBKR,CSV,1255,20,0.2222,0.8552,-1.4882,39,7,13.3887187843369,13.715039702491328,100.0,32,9.236629728101956,8.97019974346927,75.0
IBM,CSV,1255,1,0.2272,0.951,-1.6748,35,3,2.027437935133745,2.257536145954987,100.0,32,1.591406666800536,1.2957312477777665,100.0
IBM,CSV,1255,5,0.2272,0.951,-1.6748,35,3,3.523367400425021,2.7729299674730483,100.0,32,3.8357422507132224,3.450381445118226,100.0
IBM,CSV,1255,10,0.2272,0.951,-1.6748,35,3,7.3288660328343065,5.215758295171825,100.0,32,5.613841890952356,4.634813584686504,100.0
IBM,CSV,1255,20,0.2272,0.951,-1.6748,35,3,8.13292285262623,9.417728414350973,100.0,32,6.83975552729169,7.552078692876371,81.25
ICE,CSV,1255,1,0.1668,0.8791,-1.5914,34,2,0.6047147091326203,0.6047147091326203,100.0,32,1.5078109955387653,1.3181092307979347,100.0
ICE,CSV,1255,5,0.1668,0.8791,-1.5914,34,2,3.1123537476043435,3.1123537476043435,100.0,32,3.601633155411836,2.99803977745659,100.0
ICE,CSV,1255,10,0.1668,0.8791,-1.5914,34,2,4.394998724198716,4.394998724198716,100.0,32,5.099698743010752,4.310552625803484,100.0
ICE,CSV,1255,20,0.1668,0.8791,-1.5914,34,2,4.979516981879509,4.979516981879509,100.0,32,6.511860525554396,6.447792476819725,90.625
IDXX,CSV,1255,1,0.0023,0.8871,-1.7719,39,1,4.207852221435697,4.207852221435697,100.0,38,1.9755856329787858,1.6480500141483279,100.0
IDXX,CSV,1255,5,0.0023,0.8871,-1.7719,39,1,7.01706891406683,7.01706891406683,100.0,38,6.028102988934934,4.24667188986615,100.0
IDXX,CSV,1255,10,0.0023,0.8871,-1.7719,39,1,10.170707420140413,10.170707420140413,100.0,38,7.203375015933657,6.445830969295504,100.0
IDXX,CSV,1255,20,0.0023,0.8871,-1.7719,39,1,7.726869955722549,7.726869955722549,100.0,38,7.440979847339063,5.027315409648199,76.31578947368422
IEX,CSV,1255,1,0.0407,0.8245,-1.6083,39,4,1.8943641229572494,2.0575831144093466,100.0,35,1.608713410941196,1.299601075733039,97.14285714285714
IEX,CSV,1255,5,0.0407,0.8245,-1.6083,39,4,1.4164850168858383,1.1315073496760126,100.0,35,4.127373096840655,3.796400587659158,100.0
IEX,CSV,1255,10,0.0407,0.8245,-1.6083,39,4,2.8492757714581094,3.0004308609537946,100.0,35,5.57591645539065,5.364058666792159,100.0
IEX,CSV,1255,20,0.0407,0.8245,-1.6083,39,4,1.1855971590835324,0.17009051653672458,50.0,35,4.054972057234502,3.2588088929692156,71.42857142857143
IFF,CSV,1255,1,0.0549,0.8491,-1.6432,38,6,2.0317097023579733,1.54338838006309,100.0,32,2.0089008927886436,1.4578350651473575,100.0
IFF,CSV,1255,5,0.0549,0.8491,-1.6432,38,6,3.45053674550527,4.101658329645792,100.0,32,5.002630497081576,5.21822973983873,100.0
IFF,CSV,1255,10,0.0549,0.8491,-1.6432,38,6,7.496759445393266,7.048779050744995,100.0,32,6.537254202435305,6.002889751492862,100.0
IFF,CSV,1255,20,0.0549,0.8491,-1.6432,38,6,8.040819557471663,7.45434594411698,100.0,32,7.319870764714214,8.497551211644971,81.25
INCY,CSV,1255,1,-0.0118,0.8841,-1.78,34,2,2.185174954243978,2.185174954243978,100.0,32,1.835122741632021,1.5545015003068443,96.875
INCY,CSV,1255,5,-0.0118,0.8841,-1.78,34,2,4.176162353697153,4.176162353697153,100.0,32,4.5217718723060125,3.527239343043836,100.0
INCY,CSV,1255,10,-0.0118,0.8841,-1.78,34,2,3.1867545678039133,3.1867545678039133,100.0,32,6.548578238725302,5.60790314002517,100.0
INCY,CSV,1255,20,-0.0118,0.8841,-1.78,34,2,6.643078951476759,6.643078951476759,100.0,32,6.0376883249307625,4.05958076202845,81.25
INTC,CSV,1255,1,-0.0491,0.8126,-1.6743,41,5,6.882872468654128,4.550048469603488,100.0,36,2.331254091766729,2.1716792983342605,100.0
INTC,CSV,1255,5,-0.0491,0.8126,-1.6743,41,5,11.283333729182903,7.9091402290197825,100.0,36,6.864367254331936,4.798891335710085,100.0
INTC,CSV,1255,10,-0.0491,0.8126,-1.6743,41,5,14.381498052647094,13.568676810227009,100.0,36,8.539051139880973,6.702068302974835,100.0
INTC,CSV,1255,20,-0.0491,0.8126,-1.6743,41,5,3.7399641906087266,2.5998788236228703,80.0,36,8.849699353338345,6.920239997592569,91.66666666666666
INTU,CSV,1255,1,0.1226,0.8613,-1.6,36,3,2.945010412765255,2.1642634851450593,100.0,33,2.5493878736174884,1.929699342727895,100.0
INTU,CSV,1255,5,0.1226,0.8613,-1.6,36,3,8.209170021196757,3.0539629438593745,100.0,33,6.316847796688284,5.396333437977113,100.0
INTU,CSV,1255,10,0.1226,0.8613,-1.6,36,3,11.702069559221755,6.435132448555783,100.0,33,8.321479659475573,7.600481698873901,100.0
INTU,CSV,1255,20,0.1226,0.8613,-1.6,36,3,9.361208625589063,6.42657152055624,100.0,33,7.321639726440211,8.137146111411203,78.78787878787878
INVH,CSV,1255,1,0.0892,0.8269,-1.5647,38,7,1.8488810605002823,1.109524701804189,100.0,31,1.7820809318463315,1.4893672503151123,100.0
INVH,CSV,1255,5,0.0892,0.8269,-1.5647,38,7,2.8942853773143993,2.832338639505237,100.0,31,4.630473488931781,3.9441238994765837,100.0
INVH,CSV,1255,10,0.0892,0.8269,-1.5647,38,7,3.9486706820350115,3.328567118877158,100.0,31,5.271995745199673,4.7451469575044065,100.0
INVH,CSV,1255,20,0.0892,0.8269,-1.5647,38,7,0.8227676880818284,0.25054414631036076,57.14285714285714,31,5.312255214438077,5.459144356885713,77.41935483870968
IP,CSV,1255,1,0.0193,0.8029,-1.5864,46,3,2.2518852138464975,1.647942514775656,100.0,43,2.3317618383538274,1.676964504132274,97.67441860465115
IP,CSV,1255,5,0.0193,0.8029,-1.5864,46,3,3.939365669399718,3.2596728695453594,100.0,43,4.7502656088526205,4.082072984287823,100.0
IP,CSV,1255,10,0.0193,0.8029,-1.5864,46,3,8.879418791764714,3.917116248331228,100.0,43,6.686113491083116,5.564072203784833,100.0
IP,CSV,1255,20,0.0193,0.8029,-1.5864,46,3,12.599396761536445,5.034042668746457,66.66666666666666,43,5.295782018324454,6.694054925670861,79.06976744186046
IQV,CSV,1255,1,0.0194,0.8123,-1.6053,33,2,2.9640872981698907,2.9640872981698907,100.0,31,1.425418765526964,0.8928597494742951,100.0
IQV,CSV,1255,5,0.0194,0.8123,-1.6053,33,2,6.746243265969531,6.746243265969531,100.0,31,4.6344035807914254,3.6968068873628654,100.0
IQV,CSV,1255,10,0.0194,0.8123,-1.6053,33,2,6.139968507161863,6.139968507161863,100.0,31,7.0123714167890006,5.9724525663810555,100.0
IQV,CSV,1255,20,0.0194,0.8123,-1.6053,33,2,-2.16640973759031,-2.16640973759031,50.0,31,7.878486707557594,7.519327716012074,83.87096774193549
IR,CSV,1255,1,0.1627,0.8371,-1.5115,39,1,2.7486543508134376,2.7486543508134376,100.0,38,2.2776499828579797,1.9156142826599463,100.0
IR,CSV,1255,5,0.1627,0.8371,-1.5115,39,1,9.643572420327722,9.643572420327722,100.0,38,4.799157694534945,4.809032740971162,100.0
IR,CSV,1255,10,0.1627,0.8371,-1.5115,39,1,5.8001243619582095,5.8001243619582095,100.0,38,6.857249324626237,5.76659933966726,100.0
IR,CSV,1255,20,0.1627,0.8371,-1.5115,39,1,13.883045176996392,13.883045176996392,100.0,38,7.48302026922081,6.744637644073984,86.8421052631579
IRM,CSV,1255,1,0.2445,0.8873,-1.5301,39,7,2.6720367825962126,1.7844533037711658,85.71428571428571,32,1.9661163991357984,1.583638225756302,100.0
IRM,CSV,1255,5,0.2445,0.8873,-1.5301,39,7,4.681146694705434,2.512315483708439,100.0,32,5.366339217836192,5.221865275810815,100.0
IRM,CSV,1255,10,0.2445,0.8873,-1.5301,39,7,6.802804371622924,4.48961954843801,100.0,32,8.057050959862364,7.849159452883811,100.0
IRM,CSV,1255,20,0.2445,0.8873,-1.5301,39,7,5.115051900870042,2.6229028102359155,85.71428571428571,32,10.14653804733235,9.713122985773232,87.5
ISRG,CSV,1255,1,0.1457,0.904,-1.6622,35,2,2.9581444568541535,2.9581444568541535,100.0,33,1.8646663717474947,1.4292731908980767,100.0
ISRG,CSV,1255,5,0.1457,0.904,-1.6622,35,2,4.583441410705825,4.583441410705825,100.0,33,5.067461605442858,3.850184754281955,100.0
ISRG,CSV,1255,10,0.1457,0.904,-1.6622,35,2,8.565992290266967,8.565992290266967,100.0,33,7.483992146764658,6.0997227915412875,100.0
ISRG,CSV,1255,20,0.1457,0.904,-1.6622,35,2,7.302030376437497,7.302030376437497,100.0,33,8.286913917341083,6.34372565208456,84.84848484848484
IT,CSV,1255,1,0.0977,0.8921,-1.6865,33,6,2.224687583082227,1.796635129813723,100.0,27,2.3367355288156495,2.1800087834832866,100.0
IT,CSV,1255,5,0.0977,0.8921,-1.6865,33,6,6.430716270959643,5.143217214130532,100.0,27,5.462338050551079,4.640400215372873,100.0
IT,CSV,1255,10,0.0977,0.8921,-1.6865,33,6,8.130220107234834,5.70040063056061,100.0,27,7.248246058276482,6.837827142057122,100.0
IT,CSV,1255,20,0.0977,0.8921,-1.6865,33,6,9.466866507487788,9.021701836409665,83.33333333333334,27,8.30346807470251,8.0913408519974,88.88888888888889
ITW,CSV,1255,1,0.0553,0.873,-1.6907,39,4,0.817081801786139,0.6032686002573924,100.0,35,1.2477666737283482,0.9534431790498263,100.0
ITW,CSV,1255,5,0.0553,0.873,-1.6907,39,4,3.6193687457639268,3.478167895425391,100.0,35,2.968152414115934,2.552616123127055,100.0
ITW,CSV,1255,10,0.0553,0.873,-1.6907,39,4,3.86659676747301,3.5339012087039325,100.0,35,4.434978961625453,3.7285960932784725,100.0
ITW,CSV,1255,20,0.0553,0.873,-1.6907,39,4,3.323079017695031,3.374251794861579,100.0,35,4.193956005270588,4.2754711908967105,82.85714285714286
IVZ,CSV,1255,1,0.0608,0.8284,-1.5961,36,4,3.4176549926173414,3.1921407375376045,100.0,32,2.4095494664608985,2.3760213311760325,100.0
IVZ,CSV,1255,5,0.0608,0.8284,-1.5961,36,4,5.422313252227578,5.020500951324054,100.0,32,5.35921930080986,5.1033044769119815,100.0
IVZ,CSV,1255,10,0.0608,0.8284,-1.5961,36,4,4.874381260584835,4.233309293272628,100.0,32,7.120315026710298,7.150392910592288,100.0
IVZ,CSV,1255,20,0.0608,0.8284,-1.5961,36,4,1.139289514346046,3.1564675382765013,75.0,32,7.4035650694073265,6.416650134032308,75.0
J,CSV,1255,1,0.1077,0.7793,-1.4508,39,6,2.6844166595798575,2.646508687371235,100.0,33,1.5460169850901044,1.1449008705785746,100.0
J,CSV,1255,5,0.1077,0.7793,-1.4508,39,6,4.57580556533314,4.558043494689177,100.0,33,4.0253477844628325,3.8340426824456966,100.0
J,CSV,1255,10,0.1077,0.7793,-1.4508,39,6,4.851946314473757,4.562916508867987,100.0,33,4.260914085311768,4.371136379972024,100.0
J,CSV,1255,20,0.1077,0.7793,-1.4508,39,6,6.385928891209773,6.746142996717179,83.33333333333334,33,3.3926839909056365,3.3206014718958907,78.78787878787878
JBHT,CSV,1255,1,0.035,0.765,-1.495,38,7,1.546716245198014,1.487232508993583,100.0,31,2.2921076865926064,2.283671622441291,100.0
JBHT,CSV,1255,5,0.035,0.765,-1.495,38,7,3.3906070105288038,2.9162765661939365,100.0,31,4.485999513940151,3.6760798550124743,100.0
JBHT,CSV,1255,10,0.035,0.765,-1.495,38,7,4.749712922085879,4.9375340384030935,100.0,31,6.13913706093141,4.878505822994395,100.0
JBHT,CSV,1255,20,0.035,0.765,-1.495,38,7,7.400282684371646,4.051153089290731,85.71428571428571,31,6.092309775923217,5.663293794413337,83.87096774193549
JBL,CSV,1255,1,0.2218,0.897,-1.5721,39,5,1.9140281196279425,1.5567573217206525,100.0,34,2.082511361966398,1.9841930448447782,100.0
JBL,CSV,1255,5,0.2218,0.897,-1.5721,39,5,4.793969606473449,3.3758946940182186,100.0,34,6.451108744187822,4.982441806684409,100.0
JBL,CSV,1255,10,0.2218,0.897,-1.5721,39,5,5.223208538968836,6.372377297354722,100.0,34,9.74944824269118,9.492781516314292,100.0
JBL,CSV,1255,20,0.2218,0.897,-1.5721,39,5,6.318189096801965,4.302321967780009,100.0,34,10.44302465094384,9.343536199804966,94.11764705882352
JCI,CSV,1255,1,0.2633,0.9165,-1.5697,37,1,2.1951027890008064,2.1951027890008064,100.0,36,1.9279115836849872,1.54840733550951,100.0
JCI,CSV,1255,5,0.2633,0.9165,-1.5697,37,1,6.000800081290825,6.000800081290825,100.0,36,4.467610802828793,3.319077627209958,100.0
JCI,CSV,1255,10,0.2633,0.9165,-1.5697,37,1,10.038835609149066,10.038835609149066,100.0,36,6.530431698695279,5.516562964132865,100.0
JCI,CSV,1255,20,0.2633,0.9165,-1.5697,37,1,-7.183264912887943,-7.183264912887943,0.0,36,7.744415630254192,6.862359925006768,83.33333333333334
JKHY,CSV,1255,1,0.0992,0.8396,-1.58,34,6,0.7337520423077263,0.8038133614270977,100.0,28,1.442584659660551,1.4613577152291448,100.0
JKHY,CSV,1255,5,0.0992,0.8396,-1.58,34,6,3.2664053563031508,2.0581380547914985,100.0,28,4.289441109949969,4.60043419020656,100.0
JKHY,CSV,1255,10,0.0992,0.8396,-1.58,34,6,4.747636747899776,3.276902062629597,100.0,28,5.268218717852405,5.428046130492785,100.0
JKHY,CSV,1255,20,0.0992,0.8396,-1.58,34,6,3.0740269511879874,2.434995158605654,100.0,28,4.189357455150575,4.470528588975417,78.57142857142857
JNJ,CSV,1255,1,0.0748,0.9113,-1.7477,35,6,0.9335072046656937,0.6018382256272462,100.0,29,1.191453392608167,1.0702352784438036,100.0
JNJ,CSV,1255,5,0.0748,0.9113,-1.7477,35,6,3.390999865782527,3.054823775471128,100.0,29,3.0875629773034645,2.6592019733547696,100.0
JNJ,CSV,1255,10,0.0748,0.9113,-1.7477,35,6,2.3684228423357827,2.210263855539791,100.0,29,4.9021742233798795,5.111297669553332,100.0
JNJ,CSV,1255,20,0.0748,0.9113,-1.7477,35,6,1.1531037081127782,2.122488539034064,50.0,29,5.139880470616278,5.753567874227193,82.75862068965517
JPM,CSV,1255,1,0.2584,0.9053,-1.5522,36,3,2.7833368576295006,3.2194920019897286,100.0,33,1.6069450175638613,1.3966381088289495,100.0
JPM,CSV,1255,5,0.2584,0.9053,-1.5522,36,3,4.9794248885736705,5.543259766888783,100.0,33,5.251788637306574,4.043244795547777,100.0
JPM,CSV,1255,10,0.2584,0.9053,-1.5522,36,3,8.982623304347282,10.182506942817401,100.0,33,6.1847553880711015,5.973964693923241,100.0
JPM,CSV,1255,20,0.2584,0.9053,-1.5522,36,3,6.9797799281234285,4.698654177914983,100.0,33,6.780210928998941,6.067790447056287,81.81818181818183
KDP,CSV,1255,1,0.0638,0.8258,-1.5879,42,4,1.0988823979512667,0.9447079314456658,75.0,38,1.3992828485379487,1.318880960089639,100.0
KDP,CSV,1255,5,0.0638,0.8258,-1.5879,42,4,2.1689951089924966,2.4405724798711628,100.0,38,3.421171814723139,3.6063525959750526,100.0
KDP,CSV,1255,10,0.0638,0.8258,-1.5879,42,4,2.1508216013664887,2.1796857691439175,100.0,38,4.40144881297808,3.560891417991669,100.0
KDP,CSV,1255,20,0.0638,0.8258,-1.5879,42,4,4.277813479645145,4.601113106208978,75.0,38,3.8343027624161445,4.313124659105791,78.94736842105263
KEY,CSV,1255,1,0.0777,0.8405,-1.6032,40,3,2.611769570013133,2.598170875378168,100.0,37,2.9728686167435976,2.809232949824348,97.2972972972973
KEY,CSV,1255,5,0.0777,0.8405,-1.6032,40,3,3.0200083472556845,2.8138621094595306,100.0,37,5.834115140930327,4.714407811212143,100.0
KEY,CSV,1255,10,0.0777,0.8405,-1.6032,40,3,5.476294540443394,3.3908449169035024,100.0,37,8.362585377546743,7.964359337243835,100.0
KEY,CSV,1255,20,0.0777,0.8405,-1.6032,40,3,11.661783075207985,2.914938754841738,66.66666666666666,37,9.188516553142398,7.8963840426867975,86.48648648648648
KEYS,CSV,1255,1,0.1896,0.9144,-1.6392,36,5,1.2800150026188553,1.1746280625268513,100.0,31,2.011281085538932,1.7917183814046198,100.0
KEYS,CSV,1255,5,0.1896,0.9144,-1.6392,36,5,3.6769181090781435,4.385282879674098,100.0,31,5.195906584403423,4.792557663994279,100.0
KEYS,CSV,1255,10,0.1896,0.9144,-1.6392,36,5,4.124651611903165,4.140476525431303,100.0,31,7.346861248312266,5.324586924417731,100.0
KEYS,CSV,1255,20,0.1896,0.9144,-1.6392,36,5,3.2495660690522756,2.568519074143964,60.0,31,7.87040032115072,7.7680217006639,93.54838709677419
KHC,CSV,1255,1,-0.0294,0.8484,-1.7263,37,4,0.8692493512350307,1.0531654542779423,75.0,33,1.4888188034770506,1.2291553871802121,96.96969696969697
KHC,CSV,1255,5,-0.0294,0.8484,-1.7263,37,4,2.112648955856521,1.5419942981835513,100.0,33,3.2785527966607235,2.7692452317406295,100.0
KHC,CSV,1255,10,-0.0294,0.8484,-1.7263,37,4,3.2206862996272285,2.5147860937040036,100.0,33,4.704744444822554,5.0024080464265595,100.0
KHC,CSV,1255,20,-0.0294,0.8484,-1.7263,37,4,3.85529854660125,3.312412021007461,100.0,33,2.954418081225081,1.9501653558136143,69.6969696969697
KIM,CSV,1255,1,0.1033,0.7816,-1.46,39,5,1.128587135235256,1.0133340781804034,100.0,34,2.7850894940092226,2.526948872379893,100.0
KIM,CSV,1255,5,0.1033,0.7816,-1.46,39,5,5.427208754029162,5.284114331483011,100.0,34,5.127735281482387,4.811314484124463,100.0
KIM,CSV,1255,10,0.1033,0.7816,-1.46,39,5,5.484437761747379,5.113638725444844,100.0,34,5.482734110672752,4.600957238834553,100.0
KIM,CSV,1255,20,0.1033,0.7816,-1.46,39,5,5.505488190698453,8.586655720653201,60.0,34,5.792858342416973,7.49494648933306,79.41176470588235
KKR,CSV,1255,1,0.1402,0.891,-1.6417,39,4,2.307534075331475,2.026258070712628,100.0,35,2.366161540139442,1.9986438118893803,100.0
KKR,CSV,1255,5,0.1402,0.891,-1.6417,39,4,8.280895284360927,8.87633177274503,100.0,35,6.085917412859559,5.203395949626414,100.0
KKR,CSV,1255,10,0.1402,0.891,-1.6417,39,4,7.339029538159601,4.837884176650578,100.0,35,7.873697393636097,6.9647287881614925,100.0
KKR,CSV,1255,20,0.1402,0.891,-1.6417,39,4,0.2833892990204725,-8.23332236761793,25.0,35,9.63773714200605,10.339213743056613,85.71428571428571
KLAC,CSV,1255,1,0.2226,0.8128,-1.4029,40,1,0.2690915041138688,0.2690915041138688,100.0,39,2.573303273870685,2.1046714064701164,100.0
KLAC,CSV,1255,5,0.2226,0.8128,-1.4029,40,1,3.9399140995586555,3.9399140995586555,100.0,39,6.377578981124996,6.112573905280635,100.0
KLAC,CSV,1255,10,0.2226,0.8128,-1.4029,40,1,7.016132887834732,7.016132887834732,100.0,39,10.238907405232384,8.8175897786025,100.0
KLAC,CSV,1255,20,0.2226,0.8128,-1.4029,40,1,30.53041352114795,30.53041352114795,100.0,39,12.054929475446496,12.179030432977859,82.05128205128204
KMB,CSV,1255,1,0.008,0.8734,-1.7388,33,1,1.1782089205103536,1.1782089205103536,100.0,32,1.0569545268197924,0.7387434540591522,100.0
KMB,CSV,1255,5,0.008,0.8734,-1.7388,33,1,6.772784048110965,6.772784048110965,100.0,32,3.538887804454796,2.483818963471271,100.0
KMB,CSV,1255,10,0.008,0.8734,-1.7388,33,1,6.433140344639164,6.433140344639164,100.0,32,4.454072969599246,4.101951098962584,100.0
KMB,CSV,1255,20,0.008,0.8734,-1.7388,33,1,9.708219484513233,9.708219484513233,100.0,32,5.282118675198838,4.981266391065954,93.75
KMI,CSV,1255,1,0.2321,0.8223,-1.4125,39,4,2.3555781421345285,2.0962046347564294,100.0,35,1.3850952776690673,1.215344292204565,97.14285714285714
KMI,CSV,1255,5,0.2321,0.8223,-1.4125,39,4,4.617815921780188,5.178654741712977,100.0,35,4.333315566151824,4.164156657908004,100.0
KMI,CSV,1255,10,0.2321,0.8223,-1.4125,39,4,4.762761165455993,4.696456721811264,100.0,35,4.832527468148399,3.9541123238080274,100.0
KMI,CSV,1255,20,0.2321,0.8223,-1.4125,39,4,9.999188075604792,7.623182463402975,100.0,35,6.373204803570165,5.974642245560934,94.28571428571428
KO,CSV,1255,1,0.1308,0.8866,-1.6424,41,4,0.7475551109022307,0.6724741646826844,100.0,37,0.8300225208151703,0.563428993752099,100.0
KO,CSV,1255,5,0.1308,0.8866,-1.6424,41,4,2.433541463553482,2.2347887292034536,100.0,37,2.99239101032794,2.5290892556339317,100.0
KO,CSV,1255,10,0.1308,0.8866,-1.6424,41,4,4.009459253890976,3.8182550005684375,100.0,37,3.3817374885441596,2.6673376015686507,100.0
KO,CSV,1255,20,0.1308,0.8866,-1.6424,41,4,5.280651282679249,5.380518676916655,100.0,37,3.695261487127245,3.798723690536897,78.37837837837837
KR,CSV,1255,1,0.0687,0.7678,-1.467,47,4,0.7010918141103438,0.6795487456971105,100.0,43,2.029735342015775,1.583933229787406,97.67441860465115
KR,CSV,1255,5,0.0687,0.7678,-1.467,47,4,2.5287891487832344,1.8596861719030635,100.0,43,4.866392966053676,4.249784033453915,100.0
